DIRECTORIO;CANT_HOG_COMPLETOS;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P1070;P4005;P4015;P4567;P8520;P8520S1;P8520S1A1;P8520S3;P8520S4;P8520S4A1;P8520S5;P4065;P4065S1;P4065S2;P4065S3;P4065S4;P5661;P5661S1;P5661S2;P5661S3;P5661S4;P5661S5;P5661S6;P5661S7;P5661S9;P1891;P1891S1;P1891S2;P1891S3;P1891S4;P1891S5;FEX_C;CLASE
6005962;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;4;1;2;2;2;3;2;1; ;2;1;2;2;2;2221,95874183691;1
6005982;1;1;1;1;2;1;4;1; ;1;6;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;2;2;1;2;2;1882,95452632018;1
6005988;1;1;1;1;2;1;3;1; ;1;6;1;1;3;1; ;2;2;2;2; ;1;1;1;3;1;1;1;1; ;2;2;2;2;2;2207,06172688889;1
6006028;1;1;1;1;1;1;4;3; ;1;2;1;1;1;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;1;2;2;2;2;2297,55461275493;1
6006029;1;1;1;1;1;1;6;4; ;1;2;1;1;1;1; ;2;1;2;2; ;2;1;1;1;1;2;2;1; ;1;1;1;2;2;1808,44737203645;1
6006030;1;1;1;1;2;1;6;3; ;1;2;1;1;1;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2248,95882145496;1
6006031;1;1;1;1;1;1;4;3; ;1;2;1;1;1;1; ;2;2;2;2; ;1;1;1;1;2;2;2;1; ;2;2;2;2;2;2147,88933176937;1
6006032;1;1;1;1;1;1;4;3; ;1;2;1;1;1;1; ;2;2;2;2; ;1;1;2;1;1;1;1;1; ;1;2;1;2;2;2211,18232739958;1
6006033;1;1;1;1;1;2;6;4; ;1;2;1;1;1;1; ;2;2;2;2; ;1;1;1;1;1;1;3;4; ;2;2;2;2;2;2489,49921834091;1
6006034;1;1;1;1;1;2;6;3; ;1;2;1;1;1;1; ;2;2;2;2; ;1;1;1;1;2;2;2;1; ;1;1;1;1;2;2071,40262773839;1
6006042;1;1;1;1;1;1;4;3; ;1;2;1;1;1;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;1;1;1;2;2182,09671119992;1
6006043;1;1;1;1;1;1;4;3; ;1;2;1;1;1;1; ;2;2;2;2; ;1;1;1;1;1;1;1;4; ;2;2;2;2;2;2425,31052345039;1
6006044;1;1;1;1;1;1;6;3; ;1;2;1;1;1;1; ;2;2;2;2; ;2;2;2;1;1;2;2;1; ;2;2;2;2;2;2101,46146730803;1
6006046;1;1;1;1;1;1;6;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;3;1;3;2;1;2;1; ;2;2;2;2;2;1721,93704679344;1
6006047;1;1;1;1;1;1;4;3; ;1;1;1;1;2;1; ;2;2;2;2; ;2;2;2;2;1;2;2;1; ;2;2;2;2;2;1247,4347435007;1
6006048;1;1;1;1;1;1;4;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;2;1;1;3;1; ;2;2;2;2;2;1605,11808675892;1
6006049;1;1;1;1;1;1;5;3; ;1;2;1;1;2;1; ;2;2;2;2; ;2;3;1;2;1;4;3;1; ;2;2;2;2;2;1335,41625153091;1
6006050;1;1;1;1;1;1;6;3; ;1;2;1;1;2;1; ;2;2;2;2; ;2;2;1;2;1;1;2;1; ;2;2;2;2;2;1136,76134749078;1
6006051;1;1;1;1;1;1;4;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;2;1;1;1;1;2;1; ;2;2;2;2;2;1590,61781151314;1
6006058;1;1;1;1;1;1;6;3; ;1;2;1;1;2;1; ;2;2;2;2; ;2;2;2;2;3;2;4;2; ;2;1;1;1;2;1535,7939230956;1
6006060;1;1;1;1;1;1;4;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;2;1;1;1;1;2;1; ;2;2;2;2;2;1653,64448398683;1
6006062;1;1;1;1;1;1;5;3; ;1;2;1;1;2;1; ;2;2;2;2; ;4;2;1;3;1;1;1;1; ;2;2;2;2;2;1033,155106382;1
6006063;1;1;1;1;2;1;4;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;2;1;1;1;2;3;2; ;1;2;2;2;2;1605,11808675892;1
6006064;1;1;1;1;1;1;6;4; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;1;2;2;2;1228,89482146301;1
6006065;1;1;1;1;1;1;6;3; ;1;2;1;1;2;1; ;2;2;2;2; ;2;1;1;1;2;2;3;1; ;1;2;2;2;2;1601,79353840856;1
6006066;1;1;1;1;1;1;5;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;2;2;2;2;1;1;2; ;2;2;2;2;2;1504,92925097658;1
6006067;1;1;1;1;2;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;2;1;1;2;1; ;2;2;2;2;2;1345,62092452145;1
6006068;1;1;1;1;1;1;4;3; ;1;2;1;1;2;1; ;2;2;2;2; ;2;1;1;3;1;1;3;1; ;2;2;2;2;2;1269,99444219894;1
6006069;1;1;1;1;1;1;6;3; ;1;2;1;1;2;1; ;2;2;2;2; ;2;2;1;2;1;1;2;1; ;2;2;2;2;2;1381,3590048767;1
6006070;1;1;1;1;2;1;6;3; ;1;1;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;2;2;1; ;2;1;1;1;2;2003,05404102818;1
6006071;1;1;1;1;1;1;4;3; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;2;1;1;2;2579,87085836793;1
6006072;1;1;1;1;3;1;4;1; ;1;9;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;2;2;2;2;2;1648,34808860711;1
6006073;1;1;1;1;2;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;4;2;1;2;1;1;2;1; ;2;1;2;2;2;1448,39253416309;1
6006074;1;1;1;1;1;1;6;4; ;1;2;1;1;3;1; ;2;2;2;1; ;1;1;1;1;2;1;2;1; ;2;2;2;1;2;1409,05879679407;1
6006075;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;4;1;2;1;2;1;1;1; ;2;2;2;2;2;1533,15650469265;1
6006076;1;1;1;1;2;1;6;1; ;1;2;1;1;3;1; ;1;2;2;2; ;2;2;1;2;1;1;1;1; ;2;2;2;2;2;1397,64162579224;1
6006077;1;1;1;1;1;1;6;3; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;3;3;1;4;4;1; ;1;1;1;1;2;1801,21756081107;1
6006078;1;1;1;1;2;1;6;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;2;1; ;2;2;2;2;2;1765,82022951455;1
6006079;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;2;4;2;2;1;4;1;1; ;1;1;1;2;2;1365,58480964146;1
6006080;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;2;1;4;4;1; ;1;2;2;2;2;1592,02122732903;1
6006081;1;1;1;1;3;1;6;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1699,09899697795;1
6006089;1;1;1;1;1;6;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;2;2;2;1;1;2;2;1; ;2;2;2;2;2;510,919540915954;1
6006090;1;1;1;1;1;5;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;2;2;2;2;387,075958879478;1
6006091;1;1;1;1;1;1;4;3; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;1;1;2;2;2;644,647522583852;1
6006092;1;1;1;1;1;5;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;689,901515659767;1
6006093;1;1;1;1;1;1;4;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;1;2;2;2;729,292765389438;1
6006094;1;1;1;1;1;5;7;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;2;1;1;2;2;1; ;1;1;1;2;2;532,224136120246;1
6006095;1;1;1;1;1;1;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;311,017936294995;1
6006096;1;1;1;1;1;1;4;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;2;2;2;2;2;2; ;1;1;2;2;2;242,068583846282;1
6006097;1;1;1;1;1;1;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;2;1;1;2;2;1; ;2;2;2;2;2;384,234839971916;1
6006098;1;1;1;1;1;5;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;2;2;2;2;242,068583846282;1
6006099;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;2;2;2;2;244,069726002516;1
6006100;1;1;1;1;1;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;2;2;1;2;4;1; ;1;2;1;2;2;365,223480259876;1
6006101;1;1;1;1;1;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;2;2;2;2;549,517584308041;1
6006102;1;1;1;1;1;1;6;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;2;2; ;2;2;2;2;2;391,127864258253;1
6006103;1;1;1;1;1;1;6;1; ;1;1;1;1;3;1; ;1;2;2;2; ;2;2;2;2;1;2;3;1; ;1;2;1;1;2;454,005332766068;1
6006104;1;1;1;1;1;1;4;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;1;1;1;2;2;1; ;1;1;2;2;2;498,51744248476;1
6006105;1;1;1;1;1;1;6;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;2;2;2;2;2;1; ;2;2;2;2;2;298,15735051492;1
6006106;1;1;1;1;1;1;4;3; ;1;1;1;1;3;1; ;2;2;2;2; ;2;2;2;2;1;2;2;1; ;1;1;1;1;2;533,312222146933;1
6006108;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;2;2; ;2;2;2;2;2;517,74159580502;1
6006110;1;1;1;1;2;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;2;2;2;2;2;1; ;1;1;1;2;2;316,288946477405;1
6006111;1;1;1;1;2;1;4;3; ;1;1;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;2;2; ;1;1;1;1;2;246,171067405574;1
6006112;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;1;1; ;2;2;2;2;2;274,42107208662;1
6006113;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;2;2;1;1;1;1; ;2;2;2;2;2;316,288946477405;1
6006114;1;1;1;1;3;1;6;3; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;1;1; ;2;2;2;2;2;368,236509648673;1
6006116;1;1;1;1;3;1;6;3; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;1;1;1; ;2;2;2;2;2;316,288946477405;1
6006117;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;1;1; ;2;2;2;2;2;680,972217331386;1
6006118;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;1;1; ;1;1;2;2;2;316,288946477405;1
6006119;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;1;2;2;2;2;271,375436451963;1
6006121;1;1;1;1;2;1;6;3; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;517,74159580502;1
6006122;1;1;1;1;1;1;4;3; ;1;1;1;1;3;1; ;2;2;2;2; ;2;1;4;3;1;1;1;1; ;1;2;2;2;2;641,830657828315;1
6006125;1;1;1;1;1;1;6;3; ;1;1;1;1;3;1; ;2;2;2;1; ;2;2;2;2;1;2;1;2; ;1;1;1;1;2;439,656910670585;1
6006126;1;1;1;1;1;1;6;3; ;1;1;1;1;3;1; ;2;2;2;2; ;2;3;3;3;2;2;3;3; ;1;1;1;1;2;693,549111517881;1
6006128;1;1;1;1;1;1;4;3; ;1;1;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;1;1;1;2;2;463,051154606858;1
6006129;1;1;1;1;1;5;2;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;2;2;1;1;1;1; ;1;1;1;2;2;517,733314235429;1
6006130;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;3;3;3;2;2;3;1;1; ;1;1;1;1;2;383,859039469825;1
6006131;1;1;1;1;2;1;4;3; ;1;1;1;1;3;1; ;2;2;2;2; ;2;4;1;4;4;1;1;2; ;2;2;2;2;2;246,171067405574;1
6006132;1;1;1;1;2;1;6;1; ;1;1;1;1;3;1; ;2;2;2;2; ;3;3;3;3;3;3;3;3; ;1;2;2;2;2;489,29649917649;1
6006133;1;1;1;1;2;1;4;3; ;1;1;1;1;3;1; ;2;2;2;2; ;3;2;2;2;2;2;1;2; ;1;2;1;1;1;246,171067405574;1
6006134;1;1;1;1;2;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;2;4;2;3;1;1;1;1; ;1;1;2;2;2;547,089660996192;1
6006135;1;1;1;1;2;1;4;3; ;1;1;1;1;3;1; ;2;2;2;2; ;2;1;1;1;4;1;1;1; ;2;2;2;2;2;517,74159580502;1
6006136;1;1;1;1;3;1;6;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;2;2;1;2;1;1; ;2;2;2;2;2;655,572756337514;1
6006137;1;1;1;1;2;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;2;2;2;1;1;2; ;1;1;2;2;2;370,081600620566;1
6006139;1;1;1;1;1;1;3;1; ;1;5;1;1;3;1; ;2;2;2;2; ;2;2;2;2;1;1;2;2; ;2;2;2;2;2;859,688206892361;1
6006140;1;1;1;1;1;1;2;1; ;1;4;1;1;3;1; ;2;2;1;2; ;3;2;2;1;1;1;2;1; ;2;2;2;1;2;1164,19707900086;1
6006141;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1515,05792162654;1
6006142;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;2;1;1;1;1;1; ;1;2;2;2;2;1272,47063647799;1
6006143;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;1;1;1;2;3;3;1; ;2;2;2;2;2;979,45159536969;1
6006144;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;957,919503802808;1
6006145;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;1;2;2;1145,02572908399;1
6006146;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;1;2; ;1;1;1;1;1;1;1;1; ;1;1;1;2;2;561,891738436634;1
6006147;1;1;1;1;1;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;1;2;2;2;2;629,448485084581;1
6006148;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;3;2;1;2;1;2;2;1; ;2;2;1;2;2;1248,19153123137;1
6006149;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;2;1; ;1;2;2;2;2;947,151243471703;1
6006150;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;4;1;1;1;2;1;1;1; ;2;2;2;2;2;950,959588693516;1
6006151;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;2;2;2;2;1;1; ;2;2;2;2;2;1101,8830447909;1
6006152;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;4;1;2;4;4;1;3;2; ;1;2;1;1;1;1398,66415424374;1
6006153;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;922,219756369966;1
6006154;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;2;2;2;2;2;1195,53481356297;1
6006155;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1092,5237628395;1
6006156;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;3;1;1; ;1;2;1;2;2;1147,46393963155;1
6006157;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;2;2;1;1;1;1;1;1; ;2;2;2;2;2;1011,10583699217;1
6006158;1;1;1;1;1;1;4;2; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;3;1;1; ;2;2;2;2;2;875,546718556461;1
6006159;1;1;1;1;2;1;4;3; ;1;4;1;1;3;1; ;2;2;2;2; ;4;1;1;1;1;1;1;1; ;2;2;2;2;2;1112,97945346856;1
6006166;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;2;2;2;3;1;1;2;1; ;2;2;2;2;2;1137,22557632541;1
6006167;1;1;1;1;2;1;4;4; ;1;3;1;1;3;1; ;2;2;2;2; ;1;2;1;3;1;1;1;1; ;2;1;2;2;2;1488,85420217214;1
6006168;1;1;1;1;1;1;6;4; ;1;0;2;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;4;1; ;2;2;2;2;2;1371,20311249265;1
6006169;1;1;1;1;1;8;7;7; ;1;0;2;2; ;1; ;2;2;2;2; ;1;1;1;1;1;1;4;1; ;2;1;2;2;2;1137,22557632541;1
6006170;1;1;1;1;1;3;6;4; ;1;0;2;2; ;1; ;2;2;2;2; ;4;4;4;4;1;1;4;4; ;1;1;1;1;1;727,799281263932;1
6006171;1;1;1;1;1;1;6;4; ;1;0;2;2; ;1; ;2;2;2;2; ;1;1;1;1;1;1;4;1; ;2;2;2;2;2;727,799281263932;1
6006172;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;3;1;3;3;1;1; ;2;2;2;2;2;1079,42790711066;1
6006173;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;1;2;2;2; ;2;3;2;1;1;2;2;1; ;2;2;2;2;2;1564,86744540421;1
6006174;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;2;1;4;2;1; ;2;2;2;2;2;964,877235647866;1
6006175;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;2;1;1;1;1;1;1; ;2;2;2;2;2;1213,23881955748;1
6006176;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1839,49847063511;1
6006177;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1488,85420217214;1
6006197;1;1;1;1;2;1;4;3; ;1;6;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1610,81397177258;1
6006198;1;1;1;1;1;1;4;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1692,64656384389;1
6006199;1;1;1;1;2;1;4;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2543,21983607212;1
6006200;1;1;1;1;2;1;4;1; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1312,08038849092;1
6006201;1;1;1;1;2;1;4;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;1;2;2;2;2;2237,9970580539;1
6006203;1;1;1;1;2;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1723,73658077295;1
6006204;1;1;1;1;2;1;4;1; ;1;6;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;937,912602146755;1
6006205;1;1;1;1;1;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;1;2;2;2;2;1626,84816146755;1
6006206;1;1;1;1;1;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1908,24804000064;1
6006207;1;1;1;1;1;1;4;3; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1509,89138978445;1
6006208;1;1;1;1;1;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1626,84816146755;1
6006209;1;1;1;1;1;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;3;3;1; ;1;2;2;2;2;1456,03141798859;1
6006210;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;5669,77343724469;1
6006211;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;4;1;4;1;2;1; ;1;1;2;2;1;7682,32340054615;1
6006212;1;1;1;1;1;1;4;2; ;1;4;1;1;2;1; ;2;2;2;2; ;1;2;1;1;1;1;2;2; ;2;2;2;2;2;5181,40063749091;1
6006213;1;1;1;1;1;1;4;2; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;3546,14445406937;1
6006214;1;1;1;1;1;1;4;2; ;1;4;1;1;2;1; ;2;2;2;2; ;2;1;1;1;3;1;1;1; ;2;2;2;2;2;3546,14445406937;1
6006215;1;1;1;1;1;1;4;2; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;3;1;1;1; ;2;2;2;2;2;3546,14445406937;1
6006216;1;1;1;1;1;1;4;2; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;3;1;1;1; ;2;2;2;2;2;4518,95748629842;1
6006217;2;1;1;1;1;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;1;3;1;1;2;1;1;1; ;1;2;2;2;2;2755,26690783604;1
6006218;1;1;1;1;1;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;2;1;1;4;2;1;3;1; ;2;2;2;2;2;4518,95748629842;1
6006219;1;1;1;1;1;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;4;1;1;1;4;4;1;1; ;2;2;2;2;2;3667,354727216;1
6006220;1;1;1;1;1;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;3;1;1;1; ;2;2;2;2;2;4518,95748629842;1
6006221;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;2555,00838971544;1
6006222;1;1;1;1;1;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;4;1;1;2;1;1;1;4; ;2;2;2;2;2;3546,14445406937;1
6006223;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;3;1;2;1;1;2;1;1; ;2;1;2;2;2;5226,87055345047;1
6006224;1;1;1;1;1;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;3316,34299912759;1
6006225;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;2;1;1;1;1;2;1; ;2;2;2;2;2;4684,74217377539;1
6006232;1;1;1;1;1;1;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;4;1;1;4;1;4;1;4; ;2;2;1;1;2;764,134268276909;1
6006234;1;1;1;1;1;1;6;4; ;1;2;1;1;2;2; ;2;2;2;2; ;1;2;1;1;1;2;1;1; ;2;1;2;2;1;816,378464288913;1
6006235;1;1;1;1;1;1;6;4; ;1;2;1;1;2;2; ;2;2;2;2; ;1;3;2;2;2;4;2;4; ;1;1;1;1;1;864,249258928663;1
6006236;1;1;1;1;1;1;4;1; ;1;2;1;1;2;2; ;2;2;2;2; ;3;1;4;4;4;4;4;4; ;2;2;2;2;2;564,776974350406;1
6006237;1;1;1;1;1;1;6;4; ;1;2;1;1;2;2; ;2;2;2;2; ;4;3;1;1;2;3;2;1; ;2;1;2;1;2;896,582598039256;1
6006238;1;1;1;1;1;1;6;4; ;1;2;1;1;2;2; ;2;2;2;2; ;2;2;2;2;2;2;2;2; ;2;1;1;1;2;582,717910038566;1
6006240;1;1;1;1;1;1;6;4; ;1;2;1;1;2;2; ;2;2;2;2; ;2;2;2;3;2;2;2;2; ;1;1;2;1;2;501,281512165452;1
6006266;1;1;1;1;2;1;4;1; ;1;1;1;1;2;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;2;2;2;2;2;654,5293323286;1
6006306;1;1;1;1;1;1;4;2; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;1;2; ;2;2;2;2;2;430,83462410707;1
6006309;1;1;1;1;1;1;4;2; ;1;4;1;1;3;1; ;2;2;2;2; ;2;1;1;1;2;1;1;1; ;2;2;2;2;2;487,46498178253;1
6006311;1;1;1;1;1;1;4;2; ;1;4;1;1;3;1; ;2;2;2;2; ;3;3;1;1;1;1;1;1; ;2;2;2;2;2;569,167206699915;1
6006346;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;2;2;1;1; ;2;2;2;2;2;441,240382599448;1
6006347;1;1;1;1;2;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;2;1;1; ;2;2;2;2;2;423,341093578592;1
6006361;1;1;1;1;2;1;4;1; ;1;5;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2363,00040918699;1
6006362;1;1;1;1;2;1;4;1; ;1;5;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1928,92903772154;1
6006363;1;1;1;1;2;1;4;1; ;1;5;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2489,58577627949;1
6006364;1;1;1;1;2;1;4;1; ;1;5;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2386,62832351519;1
6006365;1;1;1;1;2;1;4;1; ;1;5;1;1;3;1; ;2;2;1;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2365,21499426271;1
6006366;1;1;1;1;2;1;4;1; ;1;5;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1923,5608067524;1
6006367;1;1;1;1;2;1;4;1; ;1;5;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2007,37238216104;1
