DIRECTORIO;CANT_HOG_COMPLETOS;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P1070;P4005;P4015;P4567;P8520;P8520S1;P8520S1A1;P8520S3;P8520S4;P8520S4A1;P8520S5;P4065;P4065S1;P4065S2;P4065S3;P4065S4;P5661;P5661S1;P5661S2;P5661S3;P5661S4;P5661S5;P5661S6;P5661S7;P5661S9;P1891;P1891S1;P1891S2;P1891S3;P1891S4;P1891S5;FEX_C;CLASE
6015265;1;1;1;1;1;1;5;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;2;2;2;1; ;2;2;2;2;2;1804,48926472996;1
6015266;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;2;1;2;2;2;1;1;1; ;2;2;2;2;2;1646,81753362852;1
6015267;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;3;4;1;1;2; ;2;2;2;2;2;2432,21347366269;1
6015268;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;2;1;2;1;1;1; ;2;2;2;2;2;1960,84225552378;1
6015269;1;1;1;1;2;1;4;1; ;1;2;1;1;7;1; ;2;2;2;2; ;2;1;4;2;2;1;1;2; ;2;2;2;2;2;3032,74392155389;1
6015270;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;2;2;2;1;1;1; ;2;2;2;2;2;2291,92028546423;1
6015271;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;3;2;3;3;2;2; ;2;2;2;2;2;1723,55480598834;1
6015272;1;1;1;1;2;1;4;1; ;1;2;1;1;7;1; ;2;2;2;2; ;2;1;4;2;4;1;1;1; ;2;2;2;2;2;1731,12274325375;1
6015273;1;1;1;1;2;1;4;1; ;1;2;1;1;7;1; ;2;2;2;2; ;2;2;2;2;4;1;1;1; ;2;2;2;2;2;2055,95157623639;1
6015274;1;1;1;1;2;1;4;1; ;1;2;1;1;7;1; ;2;2;2;2; ;2;1;3;2;3;1;1;2; ;2;2;2;2;2;1960,84225552378;1
6015275;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;4;2;2;1;1;1; ;2;2;2;2;2;3188,9980597389;1
6015276;1;1;1;1;2;1;4;1; ;1;2;1;1;7;1; ;2;2;2;2; ;2;1;3;3;3;1;1;2; ;2;2;2;2;2;2692,90451224526;1
6015277;2;1;1;1;2;1;2;1; ;1;4;1;1;3;1; ;2;2;2;2; ;2;4;4;4;1;2;4;4; ;2;2;2;2;2;1591,58209504614;1
6015278;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;2;1;3;1;3;1; ;2;2;2;2;2;1827,55080427397;1
6015279;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;2;1;2;2;1; ;2;1;2;2;2;2550,1783925855;1
6015280;1;1;1;1;1;1;4;4; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;2;1;2;2;2;2; ;2;2;2;2;2;2057,27031654401;1
6015281;1;1;1;1;2;1;4;1; ;1;2;1;1;7;1; ;2;2;2;2; ;2;1;3;3;2;1;1;1; ;2;2;2;2;2;1959,52351521617;1
6015282;1;1;1;1;1;1;5;1; ;1;2;1;1;2;1; ;2;2;2;2; ;4;4;4;4;4;4;4;1; ;2;2;2;2;2;2588,44116625167;1
6015283;1;1;1;1;2;1;1;1; ;1;4;1;1;3;1; ;2;2;2;2; ;4;4;3;4;1;1;1;4; ;1;2;1;2;2;1501,40323098371;1
6015284;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;1;2;1; ;1;1;1;2;2;2099,81670341463;1
6015285;1;1;1;1;2;1;2;1; ;1;3;1;1;3;1; ;2;2;2;2; ;4;1;1;2;1;1;1;1; ;2;2;2;2;2;2134,24855436279;1
6015286;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;1;2;2;1;1;1;2; ;2;2;2;2;2;3119,73731416417;1
6015288;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;3;2;1;2;2;3; ;2;2;2;2;2;1826,23206396636;1
6015289;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;3;2;2;2;2;2;2;1; ;2;2;2;2;2;2432,21347366269;1
6015290;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;3;1; ;2;2;2;2;2;1827,55080427397;1
6015291;1;1;1;1;3;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;1;3;1;2;2;2; ;2;2;1;2;2;1959,52351521617;1
6015292;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;3;1;1;2;1;2;2;2; ;2;2;2;2;2;2529,08243679484;1
6015293;1;1;1;1;1;1;4;4; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;1;1;1;2;1;2; ;2;2;2;2;1;2352,59775522868;1
6015294;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;4;2;2;2;1;2;2;2; ;2;2;2;2;2;1959,52351521617;1
6015295;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;1;3;1;2;2;1; ;2;2;2;2;2;1331,23310596668;1
6015296;1;1;1;1;3;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;4;2;2;2;3;2;2;1; ;2;2;2;2;2;1959,52351521617;1
6015297;1;1;1;1;1;1;4;5; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2529,08243679484;1
6015298;1;1;1;1;1;1;4;3; ;1;3;1;1;7;1; ;2;2;2;2; ;1;4;2;3;2;2;4;1; ;1;2;1;2;1;2867,62955139188;1
6015300;1;1;1;1;2;1;4;1; ;1;6;1;1;3;1; ;2;2;2;2; ;1;1;2;1;2;1;1;1; ;2;2;2;2;2;1959,52351521617;1
6015301;1;1;1;1;2;1;4;1; ;1;6;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2291,92028546423;1
6015302;1;1;1;1;1;1;4;2; ;1;3;1;1;7;1; ;2;2;2;2; ;2;1;3;2;4;2;2;2; ;2;1;2;2;2;2055,95157623639;1
6015304;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;1;2;1;2;1;2;1; ;2;2;2;1;2;1827,55080427397;1
6015305;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;1;2;2;1;1;2; ;2;2;2;2;2;2291,92028546423;1
6015306;1;1;1;1;1;1;4;5; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;3;2;2;3;1;4; ;2;2;2;2;2;2529,08243679484;1
6015310;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;1;2;3;2;1;2; ;1;2;2;2;2;2256,16969420845;1
6015312;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;1;1;2;1;1; ;2;2;2;2;2;2099,81670341463;1
6015317;1;1;1;1;1;1;6;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;2;1;1;1;1;1; ;2;2;2;2;2;2291,92028546423;1
6015324;1;1;1;1;2;1;2;1; ;1;4;1;1;3;1; ;2;2;2;1; ;2;1;1;2;2;1;1;1; ;2;2;2;2;2;2057,27031654401;1
6015325;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;2;2;1;2;2;1;1;1; ;2;2;2;2;2;1827,55080427397;1
6015327;1;1;1;1;2;1;2;1; ;1;6;1;1;3;1; ;2;2;2;2; ;1;1;1;1;2;1;1;1; ;2;2;2;2;2;2291,92028546423;1
6015328;1;1;1;1;2;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;2;2;2;3;2;4; ;2;2;2;2;2;1959,52351521617;1
6015329;1;1;1;1;1;1;6;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;1;2;2;1;2;3; ;2;2;2;2;2;1392,47677604789;1
6015330;1;1;1;1;2;1;6;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;2;1;2;1;2;2; ;2;2;2;2;2;3946,14917573385;1
6015336;1;1;1;1;2;1;2;1; ;1;6;1;1;3;1; ;2;2;2;2; ;2;1;2;1;1;1;1;1; ;2;2;2;2;2;1827,55080427397;1
6015346;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;3;1;2;2;1; ;2;2;2;2;2;2136,88603497802;1
6015347;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;2;2;1;2;2;1; ;2;2;2;2;2;1960,84225552378;1
6015348;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;1;1;2;1;2;2;1; ;2;2;2;2;2;1960,84225552378;1
6015349;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;1;1;1; ;2;2;2;2;2;2057,27031654401;1
6015350;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1959,52351521617;1
6015352;1;1;1;1;2;1;1;1; ;1;5;1;1;3;1; ;2;2;1;2; ;1;1;1;2;3;1;1;1; ;2;2;1;2;2;2057,27031654401;1
6015353;1;1;1;1;1;1;4;5; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;2;3;2;3;2;4; ;2;2;2;2;2;1959,52351521617;1
6015354;1;1;1;1;1;1;4;5; ;1;2;1;1;3;1; ;2;2;2;2; ;3;2;2;2;3;2;2;1; ;2;2;2;2;2;1694,05341169036;1
6015357;1;1;1;1;1;1;4;5; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;1;2;3;2;1;1; ;2;2;2;2;2;2691,58577193764;1
6015358;1;1;1;1;1;1;4;5; ;1;2;1;1;3;1; ;2;2;2;2; ;2;3;2;2;2;1;2;4; ;2;2;2;2;2;2204,15475120338;1
6015359;1;1;1;1;1;1;4;5; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;1;2;2;3;2;4; ;1;2;2;2;2;1803,17052442235;1
6015363;1;1;1;1;1;1;6;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;4;1; ;1;1;2;1;2;337,748192650028;1
6015373;1;1;1;1;3;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;1;1;2;2;2;511,771205634439;1
6015379;1;1;1;1;1;3;6;3; ;1;1;1;1;1;1; ;2;2;2;2; ;2;1;1;1;1;1;2;1; ;2;2;2;2;2;422,219991820921;1
6015382;1;1;1;1;1;1;4;4; ;1;1;1;1;2;1; ;2;2;2;2; ;1;4;1;1;1;1;4;1; ;2;2;2;2;2;737,049454560972;1
6015383;1;1;1;1;1;1;4;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;4;4; ;2;2;2;2;2;454,084109568743;1
6015384;1;1;1;1;2;1;6;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;2;1;1;1;1;3;1; ;1;2;2;2;2;666,054673494637;1
6015385;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;876,633073383492;1
6015387;1;1;1;1;2;1;6;3; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;1;2;2;4;4;1; ;2;2;2;2;2;2227,60438640967;1
6015389;1;1;1;1;2;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;34,5791241431683;1
6015390;1;1;1;1;3;1;6;4; ;1;1;2;1;3;2; ;2;2;2;2; ;4;2;2;1;1;1;2;1; ;1;1;2;2;2;61,7123897893623;1
6015391;1;1;1;1;1;1;4;3; ;1;1;2;1;3;2; ;2;2;2;2; ;1;2;1;1;1;1;1;1; ;2;2;2;2;2;54,4499388142082;1
6015392;1;1;1;1;2;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;28,9078168195735;1
6015393;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;2;1;1;1;3;3;1; ;2;2;2;2;2;1568,52055550213;1
6015394;1;1;1;1;1;1;3;1; ;1;1;1;1;2;1; ;2;2;2;2; ;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2240,75673505881;1
6015395;1;1;1;1;1;1;4;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;2;2;2;1;2;2;1; ;2;2;2;2;2;2830,56021982849;1
6015396;1;1;1;1;1;1;6;1; ;1;1;1;1;2;1; ;2;2;2;2; ;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2063,51951350181;1
6015397;1;1;1;1;2;1;1;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1338,80104323209;1
6015398;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;1; ;3;2;3;3;1;1;1;1; ;1;2;2;2;2;1959,52351521617;1
6015399;1;1;1;1;2;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;2;1;3;3;3;3;2;1; ;2;1;2;2;1;1803,17052442235;1
6015400;1;1;1;1;2;1;1;3; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1495,15403402591;1
6015401;1;1;1;1;1;1;4;3; ;1;4;1;1;3;1; ;2;2;2;2; ;3;1;1;4;1;2;1;1; ;2;2;2;2;2;1495,15403402591;1
6015402;1;1;1;1;2;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;4;1; ;2;1;2;2;2;1568,52055550213;1
6015404;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;1;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1960,84225552378;1
6015405;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;3;2;4;2;1; ;2;2;2;2;2;1801,85178411473;1
6015407;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;3;1;4;1;1;1; ;2;2;2;2;2;1648,13627393614;1
6015408;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1821,30160731617;1
6015409;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;3;2;1;2;2;1; ;2;2;2;2;2;1803,17052442235;1
6015410;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;1;1;3;1;1;1; ;2;2;2;2;2;2691,58577193764;1
6015411;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;2;2;2;2;2;1; ;2;2;2;2;2;2461,86625966761;1
6015412;1;1;1;1;1;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;2;1;2;2;3;1;3;1; ;2;2;2;2;2;1337,48230292448;1
6015413;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;2;1; ;2;2;2;2;2;2529,08243679484;1
6015414;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;1;2;2;1;1;1; ;2;2;2;2;2;1826,23206396636;1
6015415;1;1;1;1;1;1;5;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;1;1;3;3;3;1; ;2;2;2;2;2;3830,70361509498;1
6015416;1;1;1;1;1;1;1;3; ;1;4;1;1;3;1; ;2;2;2;2; ;2;1;3;2;3;2;3;3; ;2;2;2;2;2;2121,55950265103;1
6015417;1;1;1;1;1;1;7;4; ;1;1;1;1;2;1; ;1;2;2;2; ;2;3;3;2;2;2;2;2; ;2;2;2;2;1;2646,60645360573;1
6015418;1;1;1;1;1;5;7;3; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;2;2;1;1;1; ;1;1;1;1;1;2550,1783925855;1
6015420;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;2;2;1;1;2;2; ;1;1;1;2;2;1827,55080427397;1
6015421;1;1;1;1;1;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;2;2;3;2;2;2;2;1; ;2;2;1;2;2;2123,22029246175;1
6015422;1;1;1;1;1;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1591,58209504614;1
6015423;1;1;1;1;1;1;4;4; ;1;2;1;1;2;1; ;2;2;2;2; ;2;2;2;2;2;2;2;1; ;2;2;2;2;2;2293,113727567;1
6015424;1;1;1;1;1;1;2;3; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;2;1;2;1;1;1; ;2;2;2;2;2;1495,15403402591;1
6015425;1;1;1;1;1;1;4;5; ;1;2;1;1;3;1; ;2;2;1;1; ;3;4;3;4;2;2;3;4; ;1;2;1;1;2;2057,27031654401;1
6015426;1;1;1;1;1;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;3;1;3;3;3;2;2;3; ;2;2;2;2;2;1495,15403402591;1
6015427;1;1;1;1;1;1;5;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;2;2;2;2;2300,68166483241;1
6015428;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;3;1;3;3;1;1;1;1; ;2;2;2;2;2;2530,40117710245;1
6015429;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;4;2;3;3;4;4;2;1; ;2;2;1;2;2;1923,77292396039;1
6015430;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;3;4;1;1;3;1; ;2;2;1;2;2;1645,49879332091;1
6015431;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;3;2;3;1;4;3;2;1; ;2;2;2;2;2;2098,49796310701;1
6015432;1;1;1;1;1;1;5;3; ;1;4;1;1;3;1; ;2;2;2;1; ;3;1;1;1;3;3;1;1; ;2;2;2;2;2;2025,1314416308;1
6015433;1;1;1;1;1;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;3;1;4;4;3;1;2;1; ;1;1;2;2;2;1500,0844906761;1
6015434;1;1;1;1;2;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;3;2;2;2;1;1;1;1; ;2;2;2;2;2;1960,84225552378;1
6015435;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;3;3;2; ;2;2;2;2;2;1634,12848191676;1
6015436;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;3;3;3;2;2;2; ;2;2;2;2;2;1766,10119285896;1
6015437;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;3;2;4;2;2;3; ;2;2;1;2;2;1146,61951288592;1
6015438;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;2;2;3;3;3;1; ;2;2;2;2;2;1671,19781348015;1
6015439;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;4;1;2;2;1;1;1;1; ;2;2;2;2;2;1790,48147271058;1
6015440;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2057,27031654401;1
6015441;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;4;1;1;1;2;1;1;1; ;2;2;2;2;2;1803,17052442235;1
6015442;1;1;1;1;1;1;6;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2629,58238599203;1
6015443;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;4;2;1;3;1;1; ;2;2;2;2;2;2986,91321062231;1
6015444;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;4;4;4;1;2;2; ;1;1;2;2;2;2099,81670341463;1
6015445;1;1;1;1;1;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;2;2;3;2;2;2;1; ;2;2;2;2;2;1645,49879332091;1
6015446;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;1;2;1;1;1;1; ;2;2;2;2;2;1241,05424190425;1
6015447;1;1;1;1;2;1;1;1; ;1;5;1;1;3;1; ;2;2;2;2; ;3;1;1;1;3;2;1;2; ;2;2;2;2;2;1960,84225552378;1
6015448;1;1;1;1;2;1;2;1; ;1;5;1;1;3;1; ;2;2;2;2; ;2;1;1;3;2;1;1;1; ;2;2;2;2;2;1671,19781348015;1
6015449;1;1;1;1;1;1;4;3; ;1;5;1;1;3;1; ;2;2;2;2; ;1;1;1;2;1;1;1;1; ;2;2;2;2;2;1398,72597300569;1
6015450;1;1;1;1;2;1;1;3; ;1;5;1;1;3;1; ;2;2;2;2; ;2;1;1;4;4;1;2;1; ;1;2;2;2;2;1821,30160731617;1
6015451;1;1;1;1;2;1;4;1; ;1;5;1;1;3;1; ;2;2;2;2; ;2;2;2;2;3;2;1;2; ;2;2;2;2;2;2750,94450139448;1
6015452;1;1;1;1;1;1;6;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;2;2;2;2;2;1; ;1;1;2;2;2;4237,75920153083;1
6015453;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2254,85095390084;1
6015454;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;1;4;4;4;4;1;1; ;2;2;2;2;2;1803,17052442235;1
6015455;1;1;1;1;1;1;6;3; ;1;5;1;1;3;1; ;2;2;2;2; ;3;1;1;2;1;1;2;3; ;2;2;2;2;2;1922,45418365278;1
6015456;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;3;3;3;4;2;3;4; ;2;2;2;2;2;2063,51951350181;1
6015457;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;2;1; ;1;2;2;1;2;2986,91321062231;1
6015458;1;1;1;1;2;1;2;1; ;1;5;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2055,95157623639;1
6015459;1;1;1;1;2;1;3;1; ;1;6;1;1;3;1; ;2;2;2;2; ;1;2;1;2;1;1;1;1; ;2;2;2;2;2;1821,30160731617;1
6015460;1;1;1;1;2;1;4;1; ;1;5;1;1;3;1; ;2;2;2;2; ;1;2;1;1;1;1;1;1; ;2;2;2;2;2;1827,55080427397;1
6015461;1;1;1;1;1;1;2;3; ;1;5;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2256,16969420845;1
6015462;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;2;2;2;2;2;2; ;1;2;1;2;2;1908,35996481076;1
6015463;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;2;2;2;2;2;2986,91321062231;1
6015464;1;1;1;1;2;1;4;1; ;1;6;1;1;3;1; ;2;2;2;2; ;1;2;2;1;3;2;1;1; ;1;2;1;1;2;3261,14469351631;1
6015465;1;1;1;1;2;1;2;1; ;1;6;1;1;3;1; ;2;2;2;2; ;1;1;1;1;2;1;1;1; ;2;2;2;2;2;1960,84225552378;1
6015466;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;3;3;2;3;2;2; ;2;2;2;2;2;3164,27573038416;1
6015467;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;4;1;2;1;1;4;4;1; ;2;2;2;2;2;1827,55080427397;1
6015468;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;3;2;4;1;2;4;4;1; ;1;1;2;2;2;2057,31771900108;1
6015469;1;1;1;1;1;1;4;1; ;1;2;1;1;8;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2014,06164513893;1
6015470;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;3;1;1;4;4;2;1; ;1;2;2;2;2;1769,742610997;1
6015476;1;1;1;1;1;1;1;1; ;1;2;1;1;3;1; ;2;2;2;2; ;4;3;2;2;1;3;2;2; ;2;2;2;2;2;1718,16512140923;1
6015477;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;1;1;3;2;1; ;2;2;2;2;2;1425,74818941056;1
6015479;1;1;1;1;1;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;2;2;3;2;1;1;3; ;1;2;2;2;2;1172,40890606799;1
6015480;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;2;1;2;1;3;1; ;2;2;2;2;1;1727,47864813783;1
6015481;2;1;1;1;1;1;4;3; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;2;1;1;3;2;1; ;2;2;2;2;2;1529,0163882456;1
6015483;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;3;2;2;2;1;2; ;2;2;2;2;2;1830,64124450824;1
6015484;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;3;2;1;1; ;2;2;2;2;2;1538,94274916099;1
6015485;1;1;1;1;2;1;6;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;3;3;2;2;3;3;3; ;2;2;2;2;2;1785,69321995018;1
6015486;1;1;1;1;1;1;6;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;3;2;1;1;3;3;3; ;1;2;2;1;2;1729,61674881587;1
6015487;1;1;1;1;2;1;6;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;3;2;1;1;3;3;3; ;2;2;2;1;2;1555,59762507726;1
6015490;1;1;1;1;1;1;6;1; ;1;1;1;1;3;1; ;2;2;2;2; ;3;4;3;3;2;3;3;3; ;2;2;2;2;2;1875,58926906631;1
6015494;1;1;1;1;2;1;6;3; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;2;1;1;3;2;3; ;2;1;2;2;1;1805,2046331959;1
6015495;1;1;1;1;2;1;6;3; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;2;1;2;2;2;2; ;2;1;2;2;2;1581,40594493936;1
6015496;1;1;1;1;2;1;6;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;3;2;1;1;3;2;3; ;2;2;2;2;2;1357,24010790043;1
6015498;1;1;1;1;1;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;3;2;1;1;1;3;1;3; ;1;1;2;2;2;1200,27373605686;1
6015499;1;1;1;1;2;1;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;2;1;1;2;1;2; ;2;2;2;2;2;1770,7248267247;1
